,ID,SIT.BG.Traps,date_collection,date_release,sex,species,source,trap,number,days,treatment,lat.r,lon.r,lat.t,lon.t,distance
1124,pink 9,Ae. aegypti - Pink,5/24/2018,5/15/2018,male,Ae. Aegypti,pink,9,0,9,release,29.898728,-81.301494,29.89888889,-81.30111111,41.06213139
1126,pink 9,Ae. aegypti - Pink,5/22/2018,5/15/2018,male,Ae. Aegypti,pink,9,0,7,release,29.898728,-81.301494,29.89888889,-81.30111111,41.06213139
1128,pink 9,Ae. aegypti - Pink,5/16/2018,5/15/2018,male,Ae. Aegypti,pink,9,0,1,release,29.898728,-81.301494,29.89888889,-81.30111111,41.06213139
1150,pink 9,Ae. aegypti - Pink,5/30/2018,5/15/2018,male,Ae. Aegypti,pink,9,0,15,release,29.898728,-81.301494,29.89888889,-81.30111111,41.06213139
1151,pink 9,Ae. aegypti - Pink,5/18/2018,5/15/2018,male,Ae. Aegypti,pink,9,0,3,release,29.898728,-81.301494,29.89888889,-81.30111111,41.06213139
1156,wild 1,Ae. albopictus-Female,5/16/2018,5/15/2018,female,Ae. Albopictus,wild,1,0,1,wild,0,0,0,0,0
1157,wild 1,Ae. albopictus-Male,5/16/2018,5/15/2018,male,Ae. Albopictus,wild,1,0,1,wild,0,0,0,0,0
1158,wild 1,Ae. aegypti - Female,5/16/2018,5/15/2018,female,Ae. Aegypti,wild,1,0,1,wild,0,0,0,0,0
1159,wild 1,Ae. aegypti - Male,5/16/2018,5/15/2018,male,Ae. Aegypti,wild,1,0,1,wild,0,0,0,0,0
1164,wild 1,Ae. atlanticus,5/16/2018,5/15/2018,male,Ae. Atlanticus,wild,1,0,1,wild,0,0,0,0,0
1165,wild 1,Ae. infirmatus,5/16/2018,5/15/2018,male,Ae. infirmatus,wild,1,0,1,wild,0,0,0,0,0
1166,wild 1,Ae. mitchellae,5/16/2018,5/15/2018,male,Ae. mitchellae,wild,1,0,1,wild,0,0,0,0,0
1167,wild 1,Ae. sollicitans,5/16/2018,5/15/2018,male,Ae. sollicitans,wild,1,0,1,wild,0,0,0,0,0
1168,wild 1,Ae. taen.,5/16/2018,5/15/2018,male,Ae. taen.,wild,1,0,1,wild,0,0,0,0,0
1169,wild 1,Ae. vexans,5/16/2018,5/15/2018,male,Ae. vexans,wild,1,0,1,wild,0,0,0,0,0
1170,wild 1,An. bradleyi,5/16/2018,5/15/2018,male,An. bradleyi,wild,1,0,1,wild,0,0,0,0,0
1171,wild 1,An. crucians,5/16/2018,5/15/2018,male,An. crucians,wild,1,0,1,wild,0,0,0,0,0
1172,wild 1,An. perplexans,5/16/2018,5/15/2018,male,An. perplexans,wild,1,0,1,wild,0,0,0,0,0
1173,wild 1,An. punctipennis,5/16/2018,5/15/2018,male,An. punctipennis,wild,1,0,1,wild,0,0,0,0,0
1174,wild 1,An. quad.,5/16/2018,5/15/2018,male,An. quad.,wild,1,0,1,wild,0,0,0,0,0
1175,wild 1,An. walkeri,5/16/2018,5/15/2018,male,An. walkeri,wild,1,0,1,wild,0,0,0,0,0
1176,wild 1,Cq. perturbans,5/16/2018,5/15/2018,male,Cq. perturbans,wild,1,0,1,wild,0,0,0,0,0
1177,wild 1,Cs inornata,5/16/2018,5/15/2018,male,Cs inornata,wild,1,0,1,wild,0,0,0,0,0
1178,wild 1,Cs. melanura,5/16/2018,5/15/2018,male,Cs. melanura,wild,1,0,1,wild,0,0,0,0,0
1179,wild 1,Cx corronator,5/16/2018,5/15/2018,male,Cx corronator,wild,1,0,1,wild,0,0,0,0,0
1180,wild 1,Cx. erraticus,5/16/2018,5/15/2018,male,Cx. erraticus,wild,1,0,1,wild,0,0,0,0,0
1181,wild 1,Cx. nigripalpus,5/16/2018,5/15/2018,male,Cx. nigripalpus,wild,1,0,1,wild,0,0,0,0,0
1182,wild 1,Cx. quinque.,5/16/2018,5/15/2018,male,Cx. quinque.,wild,1,0,1,wild,0,0,0,0,0
1183,wild 1,Cx. restuans,5/16/2018,5/15/2018,male,Cx. restuans,wild,1,0,1,wild,0,0,0,0,0
1184,wild 1,Cx. salinarius,5/16/2018,5/15/2018,male,Cx. salinarius,wild,1,0,1,wild,0,0,0,0,0
1185,wild 1,Ms. titillans,5/16/2018,5/15/2018,male,Ms. titillans,wild,1,0,1,wild,0,0,0,0,0
1186,wild 1,Or. signifera,5/16/2018,5/15/2018,male,Or. signifera,wild,1,0,1,wild,0,0,0,0,0
1187,wild 1,Ps. ciliata,5/16/2018,5/15/2018,male,Ps. ciliata,wild,1,0,1,wild,0,0,0,0,0
1188,wild 1,Ps. columbiae,5/16/2018,5/15/2018,male,Ps. columbiae,wild,1,0,1,wild,0,0,0,0,0
1189,wild 1,Ps. cyanescens,5/16/2018,5/15/2018,male,Ps. cyanescens,wild,1,0,1,wild,0,0,0,0,0
1190,wild 1,Ps. ferox,5/16/2018,5/15/2018,male,Ps. ferox,wild,1,0,1,wild,0,0,0,0,0
1191,wild 1,Ps. howardii,5/16/2018,5/15/2018,male,Ps. howardii,wild,1,0,1,wild,0,0,0,0,0
1192,wild 1,Ur. lowwi,5/16/2018,5/15/2018,male,Ur. lowwi,wild,1,0,1,wild,0,0,0,0,0
1193,wild 1,Ur. sapphirina,5/16/2018,5/15/2018,male,Ur. sapphirina,wild,1,0,1,wild,0,0,0,0,0
1194,wild 1,Tx.rutilis,5/16/2018,5/15/2018,male,Tx.rutilis,wild,1,0,1,wild,0,0,0,0,0
1195,wild 1,Wy. Mitchelli,5/16/2018,5/15/2018,male,Wy. Mitchelli,wild,1,0,1,wild,0,0,0,0,0
1196,wild 1,Ae. albopictus-Female,5/18/2018,5/15/2018,female,Ae. Albopictus,wild,1,0,3,wild,0,0,0,0,0
1197,wild 1,Ae. albopictus-Male,5/18/2018,5/15/2018,male,Ae. Albopictus,wild,1,0,3,wild,0,0,0,0,0
1198,wild 1,Ae. aegypti - Female,5/18/2018,5/15/2018,female,Ae. Aegypti,wild,1,0,3,wild,0,0,0,0,0
1199,wild 1,Ae. aegypti - Male,5/18/2018,5/15/2018,male,Ae. Aegypti,wild,1,0,3,wild,0,0,0,0,0
1204,wild 1,Ae. atlanticus,5/18/2018,5/15/2018,male,Ae. Atlanticus,wild,1,0,3,wild,0,0,0,0,0
1205,wild 1,Ae. infirmatus,5/18/2018,5/15/2018,male,Ae. infirmatus,wild,1,0,3,wild,0,0,0,0,0
1206,wild 1,Ae. mitchellae,5/18/2018,5/15/2018,male,Ae. mitchellae,wild,1,0,3,wild,0,0,0,0,0
1207,wild 1,Ae. sollicitans,5/18/2018,5/15/2018,male,Ae. sollicitans,wild,1,0,3,wild,0,0,0,0,0
1208,wild 1,Ae. taen.,5/18/2018,5/15/2018,male,Ae. taen.,wild,1,0,3,wild,0,0,0,0,0
1209,wild 1,Ae. vexans,5/18/2018,5/15/2018,male,Ae. vexans,wild,1,0,3,wild,0,0,0,0,0
1210,wild 1,An. bradleyi,5/18/2018,5/15/2018,male,An. bradleyi,wild,1,0,3,wild,0,0,0,0,0
1211,wild 1,An. crucians,5/18/2018,5/15/2018,male,An. crucians,wild,1,0,3,wild,0,0,0,0,0
1212,wild 1,An. perplexans,5/18/2018,5/15/2018,male,An. perplexans,wild,1,0,3,wild,0,0,0,0,0
1213,wild 1,An. punctipennis,5/18/2018,5/15/2018,male,An. punctipennis,wild,1,0,3,wild,0,0,0,0,0
1214,wild 1,An. quad.,5/18/2018,5/15/2018,male,An. quad.,wild,1,0,3,wild,0,0,0,0,0
1215,wild 1,An. walkeri,5/18/2018,5/15/2018,male,An. walkeri,wild,1,0,3,wild,0,0,0,0,0
1216,wild 1,Cq. perturbans,5/18/2018,5/15/2018,male,Cq. perturbans,wild,1,0,3,wild,0,0,0,0,0
1217,wild 1,Cs inornata,5/18/2018,5/15/2018,male,Cs inornata,wild,1,0,3,wild,0,0,0,0,0
1218,wild 1,Cs. melanura,5/18/2018,5/15/2018,male,Cs. melanura,wild,1,0,3,wild,0,0,0,0,0
1219,wild 1,Cx corronator,5/18/2018,5/15/2018,male,Cx corronator,wild,1,0,3,wild,0,0,0,0,0
1220,wild 1,Cx. erraticus,5/18/2018,5/15/2018,male,Cx. erraticus,wild,1,0,3,wild,0,0,0,0,0
1221,wild 1,Cx. nigripalpus,5/18/2018,5/15/2018,male,Cx. nigripalpus,wild,1,0,3,wild,0,0,0,0,0
1222,wild 1,Cx. quinque.,5/18/2018,5/15/2018,male,Cx. quinque.,wild,1,0,3,wild,0,0,0,0,0
1223,wild 1,Cx. restuans,5/18/2018,5/15/2018,male,Cx. restuans,wild,1,0,3,wild,0,0,0,0,0
1224,wild 1,Cx. salinarius,5/18/2018,5/15/2018,male,Cx. salinarius,wild,1,0,3,wild,0,0,0,0,0
1225,wild 1,Ms. titillans,5/18/2018,5/15/2018,male,Ms. titillans,wild,1,0,3,wild,0,0,0,0,0
1226,wild 1,Or. signifera,5/18/2018,5/15/2018,male,Or. signifera,wild,1,0,3,wild,0,0,0,0,0
1227,wild 1,Ps. ciliata,5/18/2018,5/15/2018,male,Ps. ciliata,wild,1,0,3,wild,0,0,0,0,0
1228,wild 1,Ps. columbiae,5/18/2018,5/15/2018,male,Ps. columbiae,wild,1,0,3,wild,0,0,0,0,0
1229,wild 1,Ps. cyanescens,5/18/2018,5/15/2018,male,Ps. cyanescens,wild,1,0,3,wild,0,0,0,0,0
1230,wild 1,Ps. ferox,5/18/2018,5/15/2018,male,Ps. ferox,wild,1,0,3,wild,0,0,0,0,0
1231,wild 1,Ps. howardii,5/18/2018,5/15/2018,male,Ps. howardii,wild,1,0,3,wild,0,0,0,0,0
1232,wild 1,Ur. lowwi,5/18/2018,5/15/2018,male,Ur. lowwi,wild,1,0,3,wild,0,0,0,0,0
1233,wild 1,Ur. sapphirina,5/18/2018,5/15/2018,male,Ur. sapphirina,wild,1,0,3,wild,0,0,0,0,0
1234,wild 1,Tx.rutilis,5/18/2018,5/15/2018,male,Tx.rutilis,wild,1,0,3,wild,0,0,0,0,0
1235,wild 1,Wy. Mitchelli,5/18/2018,5/15/2018,male,Wy. Mitchelli,wild,1,0,3,wild,0,0,0,0,0
1236,wild 1,Ae. albopictus-Female,5/22/2018,5/15/2018,female,Ae. Albopictus,wild,1,0,7,wild,0,0,0,0,0
1237,wild 1,Ae. albopictus-Male,5/22/2018,5/15/2018,male,Ae. Albopictus,wild,1,0,7,wild,0,0,0,0,0
1238,wild 1,Ae. aegypti - Female,5/22/2018,5/15/2018,female,Ae. Aegypti,wild,1,0,7,wild,0,0,0,0,0
1239,wild 1,Ae. aegypti - Male,5/22/2018,5/15/2018,male,Ae. Aegypti,wild,1,0,7,wild,0,0,0,0,0
1244,wild 1,Ae. atlanticus,5/22/2018,5/15/2018,male,Ae. Atlanticus,wild,1,0,7,wild,0,0,0,0,0
1245,wild 1,Ae. infirmatus,5/22/2018,5/15/2018,male,Ae. infirmatus,wild,1,0,7,wild,0,0,0,0,0
1246,wild 1,Ae. mitchellae,5/22/2018,5/15/2018,male,Ae. mitchellae,wild,1,0,7,wild,0,0,0,0,0
1247,wild 1,Ae. sollicitans,5/22/2018,5/15/2018,male,Ae. sollicitans,wild,1,0,7,wild,0,0,0,0,0
1248,wild 1,Ae. taen.,5/22/2018,5/15/2018,male,Ae. taen.,wild,1,0,7,wild,0,0,0,0,0
1249,wild 1,Ae. vexans,5/22/2018,5/15/2018,male,Ae. vexans,wild,1,0,7,wild,0,0,0,0,0
1250,wild 1,An. bradleyi,5/22/2018,5/15/2018,male,An. bradleyi,wild,1,0,7,wild,0,0,0,0,0
1251,wild 1,An. crucians,5/22/2018,5/15/2018,male,An. crucians,wild,1,0,7,wild,0,0,0,0,0
1252,wild 1,An. perplexans,5/22/2018,5/15/2018,male,An. perplexans,wild,1,0,7,wild,0,0,0,0,0
1253,wild 1,An. punctipennis,5/22/2018,5/15/2018,male,An. punctipennis,wild,1,0,7,wild,0,0,0,0,0
1254,wild 1,An. quad.,5/22/2018,5/15/2018,male,An. quad.,wild,1,0,7,wild,0,0,0,0,0
1255,wild 1,An. walkeri,5/22/2018,5/15/2018,male,An. walkeri,wild,1,0,7,wild,0,0,0,0,0
1256,wild 1,Cq. perturbans,5/22/2018,5/15/2018,male,Cq. perturbans,wild,1,0,7,wild,0,0,0,0,0
1257,wild 1,Cs inornata,5/22/2018,5/15/2018,male,Cs inornata,wild,1,0,7,wild,0,0,0,0,0
1258,wild 1,Cs. melanura,5/22/2018,5/15/2018,male,Cs. melanura,wild,1,0,7,wild,0,0,0,0,0
1259,wild 1,Cx corronator,5/22/2018,5/15/2018,male,Cx corronator,wild,1,0,7,wild,0,0,0,0,0
1260,wild 1,Cx. erraticus,5/22/2018,5/15/2018,male,Cx. erraticus,wild,1,0,7,wild,0,0,0,0,0
1261,wild 1,Cx. nigripalpus,5/22/2018,5/15/2018,male,Cx. nigripalpus,wild,1,0,7,wild,0,0,0,0,0
1262,wild 1,Cx. quinque.,5/22/2018,5/15/2018,male,Cx. quinque.,wild,1,2,7,wild,0,0,0,0,0
1263,wild 1,Cx. restuans,5/22/2018,5/15/2018,male,Cx. restuans,wild,1,0,7,wild,0,0,0,0,0
1264,wild 1,Cx. salinarius,5/22/2018,5/15/2018,male,Cx. salinarius,wild,1,0,7,wild,0,0,0,0,0
1265,wild 1,Ms. titillans,5/22/2018,5/15/2018,male,Ms. titillans,wild,1,0,7,wild,0,0,0,0,0
1266,wild 1,Or. signifera,5/22/2018,5/15/2018,male,Or. signifera,wild,1,0,7,wild,0,0,0,0,0
1267,wild 1,Ps. ciliata,5/22/2018,5/15/2018,male,Ps. ciliata,wild,1,0,7,wild,0,0,0,0,0
1268,wild 1,Ps. columbiae,5/22/2018,5/15/2018,male,Ps. columbiae,wild,1,0,7,wild,0,0,0,0,0
1269,wild 1,Ps. cyanescens,5/22/2018,5/15/2018,male,Ps. cyanescens,wild,1,0,7,wild,0,0,0,0,0
1270,wild 1,Ps. ferox,5/22/2018,5/15/2018,male,Ps. ferox,wild,1,0,7,wild,0,0,0,0,0
1271,wild 1,Ps. howardii,5/22/2018,5/15/2018,male,Ps. howardii,wild,1,0,7,wild,0,0,0,0,0
1272,wild 1,Ur. lowwi,5/22/2018,5/15/2018,male,Ur. lowwi,wild,1,0,7,wild,0,0,0,0,0
1273,wild 1,Ur. sappharina,5/22/2018,5/15/2018,male,Ur. sapphirina,wild,1,0,7,wild,0,0,0,0,0
1274,wild 1,Tx. rutilus,5/22/2018,5/15/2018,male,Tx.rutilis,wild,1,0,7,wild,0,0,0,0,0
1275,wild 1,Wy. mitchelli,5/22/2018,5/15/2018,male,Wy. Mitchelli,wild,1,0,7,wild,0,0,0,0,0
1276,wild 1,Ae. albopictus-Female,5/24/2018,5/15/2018,female,Ae. Albopictus,wild,1,0,9,wild,0,0,0,0,0
1277,wild 1,Ae. albopictus-Male,5/24/2018,5/15/2018,male,Ae. Albopictus,wild,1,0,9,wild,0,0,0,0,0
1278,wild 1,Ae. aegypti - Female,5/24/2018,5/15/2018,female,Ae. Aegypti,wild,1,0,9,wild,0,0,0,0,0
1279,wild 1,Ae. aegypti - Male,5/24/2018,5/15/2018,male,Ae. Aegypti,wild,1,0,9,wild,0,0,0,0,0
1284,wild 1,Ae. atlanticus,5/24/2018,5/15/2018,male,Ae. Atlanticus,wild,1,0,9,wild,0,0,0,0,0
1285,wild 1,Ae. infirmatus,5/24/2018,5/15/2018,male,Ae. infirmatus,wild,1,0,9,wild,0,0,0,0,0
1286,wild 1,Ae. mitchellae,5/24/2018,5/15/2018,male,Ae. mitchellae,wild,1,0,9,wild,0,0,0,0,0
1287,wild 1,Ae. sollicitans,5/24/2018,5/15/2018,male,Ae. sollicitans,wild,1,0,9,wild,0,0,0,0,0
1288,wild 1,Ae. taen.,5/24/2018,5/15/2018,male,Ae. taen.,wild,1,0,9,wild,0,0,0,0,0
1289,wild 1,Ae. vexans,5/24/2018,5/15/2018,male,Ae. vexans,wild,1,0,9,wild,0,0,0,0,0
1290,wild 1,An. bradleyi,5/24/2018,5/15/2018,male,An. bradleyi,wild,1,0,9,wild,0,0,0,0,0
1291,wild 1,An. crucians,5/24/2018,5/15/2018,male,An. crucians,wild,1,0,9,wild,0,0,0,0,0
1292,wild 1,An. perplexans,5/24/2018,5/15/2018,male,An. perplexans,wild,1,0,9,wild,0,0,0,0,0
1293,wild 1,An. punctipennis,5/24/2018,5/15/2018,male,An. punctipennis,wild,1,0,9,wild,0,0,0,0,0
1294,wild 1,An. quad.,5/24/2018,5/15/2018,male,An. quad.,wild,1,0,9,wild,0,0,0,0,0
1295,wild 1,An. walkeri,5/24/2018,5/15/2018,male,An. walkeri,wild,1,0,9,wild,0,0,0,0,0
1296,wild 1,Cq. perturbans,5/24/2018,5/15/2018,male,Cq. perturbans,wild,1,0,9,wild,0,0,0,0,0
1297,wild 1,Cs inornata,5/24/2018,5/15/2018,male,Cs inornata,wild,1,0,9,wild,0,0,0,0,0
1298,wild 1,Cs. melanura,5/24/2018,5/15/2018,male,Cs. melanura,wild,1,0,9,wild,0,0,0,0,0
1299,wild 1,Cx corronator,5/24/2018,5/15/2018,male,Cx corronator,wild,1,0,9,wild,0,0,0,0,0
1300,wild 1,Cx. erraticus,5/24/2018,5/15/2018,male,Cx. erraticus,wild,1,0,9,wild,0,0,0,0,0
1301,wild 1,Cx. nigripalpus,5/24/2018,5/15/2018,male,Cx. nigripalpus,wild,1,0,9,wild,0,0,0,0,0
1302,wild 1,Cx. quinque.,5/24/2018,5/15/2018,male,Cx. quinque.,wild,1,0,9,wild,0,0,0,0,0
1303,wild 1,Cx. restuans,5/24/2018,5/15/2018,male,Cx. restuans,wild,1,0,9,wild,0,0,0,0,0
1304,wild 1,Cx. salinarius,5/24/2018,5/15/2018,male,Cx. salinarius,wild,1,0,9,wild,0,0,0,0,0
1305,wild 1,Ms. titillans,5/24/2018,5/15/2018,male,Ms. titillans,wild,1,0,9,wild,0,0,0,0,0
1306,wild 1,Or. signifera,5/24/2018,5/15/2018,male,Or. signifera,wild,1,0,9,wild,0,0,0,0,0
1307,wild 1,Ps. ciliata,5/24/2018,5/15/2018,male,Ps. ciliata,wild,1,0,9,wild,0,0,0,0,0
1308,wild 1,Ps. columbiae,5/24/2018,5/15/2018,male,Ps. columbiae,wild,1,0,9,wild,0,0,0,0,0
1309,wild 1,Ps. cyanescens,5/24/2018,5/15/2018,male,Ps. cyanescens,wild,1,0,9,wild,0,0,0,0,0
1310,wild 1,Ps. ferox,5/24/2018,5/15/2018,male,Ps. ferox,wild,1,0,9,wild,0,0,0,0,0
1311,wild 1,Ps. howardii,5/24/2018,5/15/2018,male,Ps. howardii,wild,1,0,9,wild,0,0,0,0,0
1312,wild 1,Ur. lowwi,5/24/2018,5/15/2018,male,Ur. lowwi,wild,1,0,9,wild,0,0,0,0,0
1313,wild 1,Ur. sappharina,5/24/2018,5/15/2018,male,Ur. sapphirina,wild,1,0,9,wild,0,0,0,0,0
1314,wild 1,Tx. rutilus,5/24/2018,5/15/2018,male,Tx.rutilis,wild,1,0,9,wild,0,0,0,0,0
1315,wild 1,Wy. mitchelli,5/24/2018,5/15/2018,male,Wy. Mitchelli,wild,1,0,9,wild,0,0,0,0,0
1316,wild 1,Ae. albopictus-Female,5/30/2018,5/15/2018,female,Ae. Albopictus,wild,1,0,15,wild,0,0,0,0,0
1317,wild 1,Ae. albopictus-Male,5/30/2018,5/15/2018,male,Ae. Albopictus,wild,1,0,15,wild,0,0,0,0,0
1318,wild 1,Ae. aegypti - Female,5/30/2018,5/15/2018,female,Ae. Aegypti,wild,1,0,15,wild,0,0,0,0,0
1319,wild 1,Ae. aegypti - Male,5/30/2018,5/15/2018,male,Ae. Aegypti,wild,1,0,15,wild,0,0,0,0,0
1324,wild 1,Ae. atlanticus,5/30/2018,5/15/2018,male,Ae. Atlanticus,wild,1,0,15,wild,0,0,0,0,0
1325,wild 1,Ae. infirmatus,5/30/2018,5/15/2018,male,Ae. infirmatus,wild,1,0,15,wild,0,0,0,0,0
1326,wild 1,Ae. mitchellae,5/30/2018,5/15/2018,male,Ae. mitchellae,wild,1,0,15,wild,0,0,0,0,0
1327,wild 1,Ae. sollicitans,5/30/2018,5/15/2018,male,Ae. sollicitans,wild,1,0,15,wild,0,0,0,0,0
1328,wild 1,Ae. taen.,5/30/2018,5/15/2018,male,Ae. taen.,wild,1,0,15,wild,0,0,0,0,0
1329,wild 1,Ae. vexans,5/30/2018,5/15/2018,male,Ae. vexans,wild,1,0,15,wild,0,0,0,0,0
1330,wild 1,An. bradleyi,5/30/2018,5/15/2018,male,An. bradleyi,wild,1,0,15,wild,0,0,0,0,0
1331,wild 1,An. crucians,5/30/2018,5/15/2018,male,An. crucians,wild,1,0,15,wild,0,0,0,0,0
1332,wild 1,An. perplexans,5/30/2018,5/15/2018,male,An. perplexans,wild,1,0,15,wild,0,0,0,0,0
1333,wild 1,An. punctipennis,5/30/2018,5/15/2018,male,An. punctipennis,wild,1,0,15,wild,0,0,0,0,0
1334,wild 1,An. quad.,5/30/2018,5/15/2018,male,An. quad.,wild,1,0,15,wild,0,0,0,0,0
1335,wild 1,An. walkeri,5/30/2018,5/15/2018,male,An. walkeri,wild,1,0,15,wild,0,0,0,0,0
1336,wild 1,Cq. perturbans,5/30/2018,5/15/2018,male,Cq. perturbans,wild,1,0,15,wild,0,0,0,0,0
1337,wild 1,Cs inornata,5/30/2018,5/15/2018,male,Cs inornata,wild,1,0,15,wild,0,0,0,0,0
1338,wild 1,Cs. melanura,5/30/2018,5/15/2018,male,Cs. melanura,wild,1,0,15,wild,0,0,0,0,0
1339,wild 1,Cx corronator,5/30/2018,5/15/2018,male,Cx corronator,wild,1,0,15,wild,0,0,0,0,0
1340,wild 1,Cx. erraticus,5/30/2018,5/15/2018,male,Cx. erraticus,wild,1,0,15,wild,0,0,0,0,0
1341,wild 1,Cx. nigripalpus,5/30/2018,5/15/2018,male,Cx. nigripalpus,wild,1,0,15,wild,0,0,0,0,0
1342,wild 1,Cx. quinque.,5/30/2018,5/15/2018,male,Cx. quinque.,wild,1,0,15,wild,0,0,0,0,0
1343,wild 1,Cx. restuans,5/30/2018,5/15/2018,male,Cx. restuans,wild,1,0,15,wild,0,0,0,0,0
1344,wild 1,Cx. salinarius,5/30/2018,5/15/2018,male,Cx. salinarius,wild,1,0,15,wild,0,0,0,0,0
1345,wild 1,Ms. titillans,5/30/2018,5/15/2018,male,Ms. titillans,wild,1,0,15,wild,0,0,0,0,0
1346,wild 1,Or. signifera,5/30/2018,5/15/2018,male,Or. signifera,wild,1,0,15,wild,0,0,0,0,0
1347,wild 1,Ps. ciliata,5/30/2018,5/15/2018,male,Ps. ciliata,wild,1,0,15,wild,0,0,0,0,0
1348,wild 1,Ps. columbiae,5/30/2018,5/15/2018,male,Ps. columbiae,wild,1,0,15,wild,0,0,0,0,0
1349,wild 1,Ps. cyanescens,5/30/2018,5/15/2018,male,Ps. cyanescens,wild,1,0,15,wild,0,0,0,0,0
1350,wild 1,Ps. ferox,5/30/2018,5/15/2018,male,Ps. ferox,wild,1,0,15,wild,0,0,0,0,0
1351,wild 1,Ps. howardii,5/30/2018,5/15/2018,male,Ps. howardii,wild,1,0,15,wild,0,0,0,0,0
1352,wild 1,Ur. lowwi,5/30/2018,5/15/2018,male,Ur. lowwi,wild,1,0,15,wild,0,0,0,0,0
1353,wild 1,Ur. sappharina,5/30/2018,5/15/2018,male,Ur. sapphirina,wild,1,0,15,wild,0,0,0,0,0
1354,wild 1,Tx. rutilus,5/30/2018,5/15/2018,male,Tx.rutilis,wild,1,0,15,wild,0,0,0,0,0
1355,wild 1,Wy. mitchelli,5/30/2018,5/15/2018,male,Wy. Mitchelli,wild,1,0,15,wild,0,0,0,0,0
2416,wild 10,Ae. albopictus-Female,5/16/2018,5/15/2018,female,Ae. Albopictus,wild,10,0,1,wild,0,0,0,0,0
2417,wild 10,Ae. albopictus-Male,5/16/2018,5/15/2018,male,Ae. Albopictus,wild,10,0,1,wild,0,0,0,0,0
2418,wild 10,Ae. aegypti - Female,5/16/2018,5/15/2018,female,Ae. Aegypti,wild,10,0,1,wild,0,0,0,0,0
2419,wild 10,Ae. aegypti - Male,5/16/2018,5/15/2018,male,Ae. Aegypti,wild,10,0,1,wild,0,0,0,0,0
2424,wild 10,Ae. atlanticus,5/16/2018,5/15/2018,male,Ae. Atlanticus,wild,10,0,1,wild,0,0,0,0,0
2425,wild 10,Ae. infirmatus,5/16/2018,5/15/2018,male,Ae. infirmatus,wild,10,0,1,wild,0,0,0,0,0
2426,wild 10,Ae. mitchellae,5/16/2018,5/15/2018,male,Ae. mitchellae,wild,10,0,1,wild,0,0,0,0,0
2427,wild 10,Ae. sollicitans,5/16/2018,5/15/2018,male,Ae. sollicitans,wild,10,0,1,wild,0,0,0,0,0
2428,wild 10,Ae. taen.,5/16/2018,5/15/2018,male,Ae. taen.,wild,10,0,1,wild,0,0,0,0,0
2429,wild 10,Ae. vexans,5/16/2018,5/15/2018,male,Ae. vexans,wild,10,0,1,wild,0,0,0,0,0
2430,wild 10,An. bradleyi,5/16/2018,5/15/2018,male,An. bradleyi,wild,10,0,1,wild,0,0,0,0,0
2431,wild 10,An. crucians,5/16/2018,5/15/2018,male,An. crucians,wild,10,0,1,wild,0,0,0,0,0
2432,wild 10,An. perplexans,5/16/2018,5/15/2018,male,An. perplexans,wild,10,0,1,wild,0,0,0,0,0
2433,wild 10,An. punctipennis,5/16/2018,5/15/2018,male,An. punctipennis,wild,10,0,1,wild,0,0,0,0,0
2434,wild 10,An. quad.,5/16/2018,5/15/2018,male,An. quad.,wild,10,0,1,wild,0,0,0,0,0
2435,wild 10,An. walkeri,5/16/2018,5/15/2018,male,An. walkeri,wild,10,0,1,wild,0,0,0,0,0
2436,wild 10,Cq. perturbans,5/16/2018,5/15/2018,male,Cq. perturbans,wild,10,0,1,wild,0,0,0,0,0
2437,wild 10,Cs inornata,5/16/2018,5/15/2018,male,Cs inornata,wild,10,0,1,wild,0,0,0,0,0
2438,wild 10,Cs. melanura,5/16/2018,5/15/2018,male,Cs. melanura,wild,10,0,1,wild,0,0,0,0,0
2439,wild 10,Cx corronator,5/16/2018,5/15/2018,male,Cx corronator,wild,10,0,1,wild,0,0,0,0,0
2440,wild 10,Cx. erraticus,5/16/2018,5/15/2018,male,Cx. erraticus,wild,10,0,1,wild,0,0,0,0,0
2441,wild 10,Cx. nigripalpus,5/16/2018,5/15/2018,male,Cx. nigripalpus,wild,10,0,1,wild,0,0,0,0,0
2442,wild 10,Cx. quinque.,5/16/2018,5/15/2018,male,Cx. quinque.,wild,10,0,1,wild,0,0,0,0,0
2443,wild 10,Cx. restuans,5/16/2018,5/15/2018,male,Cx. restuans,wild,10,0,1,wild,0,0,0,0,0
2444,wild 10,Cx. salinarius,5/16/2018,5/15/2018,male,Cx. salinarius,wild,10,0,1,wild,0,0,0,0,0
2445,wild 10,Ms. titillans,5/16/2018,5/15/2018,male,Ms. titillans,wild,10,0,1,wild,0,0,0,0,0
2446,wild 10,Or. signifera,5/16/2018,5/15/2018,male,Or. signifera,wild,10,0,1,wild,0,0,0,0,0
2447,wild 10,Ps. ciliata,5/16/2018,5/15/2018,male,Ps. ciliata,wild,10,0,1,wild,0,0,0,0,0
2448,wild 10,Ps. columbiae,5/16/2018,5/15/2018,male,Ps. columbiae,wild,10,0,1,wild,0,0,0,0,0
2449,wild 10,Ps. cyanescens,5/16/2018,5/15/2018,male,Ps. cyanescens,wild,10,0,1,wild,0,0,0,0,0
2450,wild 10,Ps. ferox,5/16/2018,5/15/2018,male,Ps. ferox,wild,10,0,1,wild,0,0,0,0,0
2451,wild 10,Ps. howardii,5/16/2018,5/15/2018,male,Ps. howardii,wild,10,0,1,wild,0,0,0,0,0
