,ID,SIT.BG.Traps,date_collection,date_release,sex,species,source,trap,number,days,treatment,lat.r,lon.r,lat.t,lon.t,distance
2269,wild 1,Ps. columbiae,8/24/2018,8/21/2018,male,Ps. columbiae,wild,1,0,3,wild,0,0,0,0,0
2270,wild 1,Ps. cyanescens,8/24/2018,8/21/2018,male,Ps. cyanescens,wild,1,0,3,wild,0,0,0,0,0
2271,wild 1,Ps. ferox,8/24/2018,8/21/2018,male,Ps. ferox,wild,1,0,3,wild,0,0,0,0,0
2272,wild 1,Ps. howardii,8/24/2018,8/21/2018,male,Ps. howardii,wild,1,0,3,wild,0,0,0,0,0
2273,wild 1,Ur. lowwi,8/24/2018,8/21/2018,male,Ur. lowwi,wild,1,0,3,wild,0,0,0,0,0
2274,wild 1,Ur. sappharina,8/24/2018,8/21/2018,male,Ur. sapphirina,wild,1,0,3,wild,0,0,0,0,0
2275,wild 1,Cx. nigripalpus,8/24/2018,8/21/2018,male,Cx. nigripalpus,wild,1,0,3,wild,0,0,0,0,0
2276,wild 1,Ae. albopictus-Female,8/24/2018,8/21/2018,female,Ae. Albopictus,wild,1,0,3,wild,0,0,0,0,0
2277,wild 1,Ae. albopictus-Male,8/24/2018,8/21/2018,male,Ae. Albopictus,wild,1,0,3,wild,0,0,0,0,0
2279,wild 1,Ae. aegypti - Female,8/29/2018,8/21/2018,female,Ae. Aegypti,wild,1,0,8,wild,0,0,0,0,0
2280,wild 1,Ae. aegypti - Female,8/31/2018,8/21/2018,female,Ae. Aegypti,wild,1,0,10,wild,0,0,0,0,0
2281,wild 1,Ae. aegypti - Male,8/31/2018,8/21/2018,male,Ae. Aegypti,wild,1,0,10,wild,0,0,0,0,0
2282,wild 1,Ps. ciliata,8/29/2018,8/21/2018,male,Ps. ciliata,wild,1,0,8,wild,0,0,0,0,0
2283,wild 1,Ps. columbiae,8/29/2018,8/21/2018,male,Ps. columbiae,wild,1,0,8,wild,0,0,0,0,0
2285,wild 1,Cs inornata,8/29/2018,8/21/2018,male,Cs inornata,wild,1,0,8,wild,0,0,0,0,0
2286,wild 1,Cs. melanura,8/29/2018,8/21/2018,male,Cs. melanura,wild,1,0,8,wild,0,0,0,0,0
2287,wild 1,Cx corronator,8/29/2018,8/21/2018,male,Cx corronator,wild,1,0,8,wild,0,0,0,0,0
2288,wild 1,Tx. rutilus,8/24/2018,8/21/2018,male,Tx.rutilis,wild,1,0,3,wild,0,0,0,0,0
2289,wild 1,Cx. quinque.,8/24/2018,8/21/2018,male,Cx. quinque.,wild,1,1,3,wild,0,0,0,0,0
2291,wild 1,Cx. salinarius,8/24/2018,8/21/2018,male,Cx. salinarius,wild,1,0,3,wild,0,0,0,0,0
2292,wild 1,Cx. salinarius,8/29/2018,8/21/2018,male,Cx. salinarius,wild,1,0,8,wild,0,0,0,0,0
2293,wild 1,Cx. salinarius,8/31/2018,8/21/2018,male,Cx. salinarius,wild,1,0,10,wild,0,0,0,0,0
2294,wild 1,Ms. titillans,8/31/2018,8/21/2018,male,Ms. titillans,wild,1,0,10,wild,0,0,0,0,0
2295,wild 1,Or. signifera,8/31/2018,8/21/2018,male,Or. signifera,wild,1,0,10,wild,0,0,0,0,0
2296,wild 1,Ps. ciliata,8/31/2018,8/21/2018,male,Ps. ciliata,wild,1,0,10,wild,0,0,0,0,0
2297,wild 1,Ps. cyanescens,8/29/2018,8/21/2018,male,Ps. cyanescens,wild,1,0,8,wild,0,0,0,0,0
2298,wild 1,Ps. ferox,8/29/2018,8/21/2018,male,Ps. ferox,wild,1,0,8,wild,0,0,0,0,0
2299,wild 1,Ps. howardii,8/29/2018,8/21/2018,male,Ps. howardii,wild,1,0,8,wild,0,0,0,0,0
2300,wild 1,Ur. lowwi,8/29/2018,8/21/2018,male,Ur. lowwi,wild,1,0,8,wild,0,0,0,0,0
2301,wild 1,Cx. erraticus,8/29/2018,8/21/2018,male,Cx. erraticus,wild,1,0,8,wild,0,0,0,0,0
2302,wild 1,Wy. mitchelli,8/24/2018,8/21/2018,male,Wy. Mitchelli,wild,1,0,3,wild,0,0,0,0,0
2303,wild 1,Cx. restuans,8/24/2018,8/21/2018,male,Cx. restuans,wild,1,0,3,wild,0,0,0,0,0
2304,wild 1,Ae. albopictus-Male,8/29/2018,8/21/2018,male,Ae. Albopictus,wild,1,0,8,wild,0,0,0,0,0
2305,wild 1,Ae. albopictus-Male,8/31/2018,8/21/2018,male,Ae. Albopictus,wild,1,0,10,wild,0,0,0,0,0
2310,wild 1,Ps. columbiae,8/31/2018,8/21/2018,male,Ps. columbiae,wild,1,0,10,wild,0,0,0,0,0
2311,wild 1,Ps. cyanescens,8/31/2018,8/21/2018,male,Ps. cyanescens,wild,1,0,10,wild,0,0,0,0,0
2313,wild 1,Cs. melanura,8/31/2018,8/21/2018,male,Cs. melanura,wild,1,0,10,wild,0,0,0,0,0
2314,wild 1,Ur. sappharina,8/29/2018,8/21/2018,male,Ur. sapphirina,wild,1,0,8,wild,0,0,0,0,0
2315,wild 1,Cx. nigripalpus,8/29/2018,8/21/2018,male,Cx. nigripalpus,wild,1,0,8,wild,0,0,0,0,0
2316,wild 1,Ae. albopictus-Female,8/29/2018,8/21/2018,female,Ae. Albopictus,wild,1,0,8,wild,0,0,0,0,0
2317,wild 1,Cx. restuans,8/29/2018,8/21/2018,male,Cx. restuans,wild,1,0,8,wild,0,0,0,0,0
2318,wild 1,Cx. restuans,8/31/2018,8/21/2018,male,Cx. restuans,wild,1,0,10,wild,0,0,0,0,0
2325,wild 1,Ps. ferox,8/31/2018,8/21/2018,male,Ps. ferox,wild,1,0,10,wild,0,0,0,0,0
2326,wild 1,Ps. howardii,8/31/2018,8/21/2018,male,Ps. howardii,wild,1,0,10,wild,0,0,0,0,0
2327,wild 1,Cx corronator,8/31/2018,8/21/2018,male,Cx corronator,wild,1,0,10,wild,0,0,0,0,0
2328,wild 1,Tx. rutilus,8/29/2018,8/21/2018,male,Tx.rutilis,wild,1,0,8,wild,0,0,0,0,0
2329,wild 1,Cx. quinque.,8/29/2018,8/21/2018,male,Cx. quinque.,wild,1,0,8,wild,0,0,0,0,0
2330,wild 1,Ae. albopictus-Female,8/31/2018,8/21/2018,female,Ae. Albopictus,wild,1,0,10,wild,0,0,0,0,0
2340,wild 1,Ur. lowwi,8/31/2018,8/21/2018,male,Ur. lowwi,wild,1,0,10,wild,0,0,0,0,0
2341,wild 1,Cx. erraticus,8/31/2018,8/21/2018,male,Cx. erraticus,wild,1,0,10,wild,0,0,0,0,0
2342,wild 1,Wy. mitchelli,8/29/2018,8/21/2018,male,Wy. Mitchelli,wild,1,0,8,wild,0,0,0,0,0
2343,wild 1,Cx. quinque.,8/31/2018,8/21/2018,male,Cx. quinque.,wild,1,0,10,wild,0,0,0,0,0
2354,wild 1,Ur. sappharina,8/31/2018,8/21/2018,male,Ur. sapphirina,wild,1,0,10,wild,0,0,0,0,0
2355,wild 1,Cx. nigripalpus,8/31/2018,8/21/2018,male,Cx. nigripalpus,wild,1,0,10,wild,0,0,0,0,0
2356,wild 1,Wy. mitchelli,8/31/2018,8/21/2018,male,Wy. Mitchelli,wild,1,0,10,wild,0,0,0,0,0
2368,wild 1,Tx. rutilus,8/31/2018,8/21/2018,male,Tx.rutilis,wild,1,0,10,wild,0,0,0,0,0
2420,wild 10,An. punctipennis,8/22/2018,8/21/2018,male,An. punctipennis,wild,10,0,1,wild,0,0,0,0,0
2421,wild 10,An. quad.,8/22/2018,8/21/2018,male,An. quad.,wild,10,0,1,wild,0,0,0,0,0
2422,wild 10,An. walkeri,8/22/2018,8/21/2018,male,An. walkeri,wild,10,0,1,wild,0,0,0,0,0
2423,wild 10,Cq. perturbans,8/22/2018,8/21/2018,male,Cq. perturbans,wild,10,0,1,wild,0,0,0,0,0
2460,wild 10,An. punctipennis,8/24/2018,8/21/2018,male,An. punctipennis,wild,10,0,3,wild,0,0,0,0,0
2461,wild 10,An. quad.,8/24/2018,8/21/2018,male,An. quad.,wild,10,0,3,wild,0,0,0,0,0
2462,wild 10,An. walkeri,8/24/2018,8/21/2018,male,An. walkeri,wild,10,0,3,wild,0,0,0,0,0
2463,wild 10,Cq. perturbans,8/24/2018,8/21/2018,male,Cq. perturbans,wild,10,0,3,wild,0,0,0,0,0
2500,wild 10,An. punctipennis,8/29/2018,8/21/2018,male,An. punctipennis,wild,10,0,8,wild,0,0,0,0,0
2501,wild 10,An. quad.,8/29/2018,8/21/2018,male,An. quad.,wild,10,0,8,wild,0,0,0,0,0
2502,wild 10,An. walkeri,8/29/2018,8/21/2018,male,An. walkeri,wild,10,0,8,wild,0,0,0,0,0
2503,wild 10,Cq. perturbans,8/29/2018,8/21/2018,male,Cq. perturbans,wild,10,0,8,wild,0,0,0,0,0
2540,wild 10,An. punctipennis,8/31/2018,8/21/2018,male,An. punctipennis,wild,10,0,10,wild,0,0,0,0,0
2541,wild 10,An. quad.,8/31/2018,8/21/2018,male,An. quad.,wild,10,0,10,wild,0,0,0,0,0
2542,wild 10,An. walkeri,8/31/2018,8/21/2018,male,An. walkeri,wild,10,0,10,wild,0,0,0,0,0
2543,wild 10,Cq. perturbans,8/31/2018,8/21/2018,male,Cq. perturbans,wild,10,0,10,wild,0,0,0,0,0
3140,wild 10,Ae. atlanticus,8/22/2018,8/21/2018,male,Ae. Atlanticus,wild,10,0,1,wild,0,0,0,0,0
3141,wild 10,Ae. infirmatus,8/22/2018,8/21/2018,male,Ae. infirmatus,wild,10,0,1,wild,0,0,0,0,0
3142,wild 10,Ae. mitchellae,8/22/2018,8/21/2018,male,Ae. mitchellae,wild,10,0,1,wild,0,0,0,0,0
3143,wild 10,Ae. sollicitans,8/22/2018,8/21/2018,male,Ae. sollicitans,wild,10,0,1,wild,0,0,0,0,0
3144,wild 10,Ae. taen.,8/22/2018,8/21/2018,male,Ae. taen.,wild,10,0,1,wild,0,0,0,0,0
3145,wild 10,Ae. vexans,8/22/2018,8/21/2018,male,Ae. vexans,wild,10,0,1,wild,0,0,0,0,0
3146,wild 10,An. bradleyi,8/22/2018,8/21/2018,male,An. bradleyi,wild,10,0,1,wild,0,0,0,0,0
3147,wild 10,An. crucians,8/22/2018,8/21/2018,male,An. crucians,wild,10,0,1,wild,0,0,0,0,0
3180,wild 10,Ae. atlanticus,8/24/2018,8/21/2018,male,Ae. Atlanticus,wild,10,0,3,wild,0,0,0,0,0
3181,wild 10,Ae. infirmatus,8/24/2018,8/21/2018,male,Ae. infirmatus,wild,10,0,3,wild,0,0,0,0,0
3182,wild 10,Ae. mitchellae,8/24/2018,8/21/2018,male,Ae. mitchellae,wild,10,0,3,wild,0,0,0,0,0
3183,wild 10,Ae. sollicitans,8/24/2018,8/21/2018,male,Ae. sollicitans,wild,10,0,3,wild,0,0,0,0,0
3184,wild 10,Ae. taen.,8/24/2018,8/21/2018,male,Ae. taen.,wild,10,0,3,wild,0,0,0,0,0
3185,wild 10,Ae. vexans,8/24/2018,8/21/2018,male,Ae. vexans,wild,10,0,3,wild,0,0,0,0,0
3186,wild 10,An. bradleyi,8/24/2018,8/21/2018,male,An. bradleyi,wild,10,0,3,wild,0,0,0,0,0
3187,wild 10,An. crucians,8/24/2018,8/21/2018,male,An. crucians,wild,10,0,3,wild,0,0,0,0,0
3220,wild 10,Ae. atlanticus,8/29/2018,8/21/2018,male,Ae. Atlanticus,wild,10,0,8,wild,0,0,0,0,0
3221,wild 10,Ae. infirmatus,8/29/2018,8/21/2018,male,Ae. infirmatus,wild,10,0,8,wild,0,0,0,0,0
3222,wild 10,Ae. mitchellae,8/29/2018,8/21/2018,male,Ae. mitchellae,wild,10,0,8,wild,0,0,0,0,0
3223,wild 10,Ae. sollicitans,8/29/2018,8/21/2018,male,Ae. sollicitans,wild,10,0,8,wild,0,0,0,0,0
3224,wild 10,Ae. taen.,8/29/2018,8/21/2018,male,Ae. taen.,wild,10,0,8,wild,0,0,0,0,0
3225,wild 10,Ae. vexans,8/29/2018,8/21/2018,male,Ae. vexans,wild,10,0,8,wild,0,0,0,0,0
3226,wild 10,An. bradleyi,8/29/2018,8/21/2018,male,An. bradleyi,wild,10,0,8,wild,0,0,0,0,0
3227,wild 10,An. crucians,8/29/2018,8/21/2018,male,An. crucians,wild,10,0,8,wild,0,0,0,0,0
3260,wild 10,Ae. atlanticus,8/31/2018,8/21/2018,male,Ae. Atlanticus,wild,10,0,10,wild,0,0,0,0,0
3261,wild 10,Ae. infirmatus,8/31/2018,8/21/2018,male,Ae. infirmatus,wild,10,0,10,wild,0,0,0,0,0
3262,wild 10,Ae. mitchellae,8/31/2018,8/21/2018,male,Ae. mitchellae,wild,10,0,10,wild,0,0,0,0,0
3263,wild 10,Ae. sollicitans,8/31/2018,8/21/2018,male,Ae. sollicitans,wild,10,0,10,wild,0,0,0,0,0
3264,wild 10,Ae. taen.,8/31/2018,8/21/2018,male,Ae. taen.,wild,10,0,10,wild,0,0,0,0,0
3265,wild 10,Ae. vexans,8/31/2018,8/21/2018,male,Ae. vexans,wild,10,0,10,wild,0,0,0,0,0
3266,wild 10,An. bradleyi,8/31/2018,8/21/2018,male,An. bradleyi,wild,10,0,10,wild,0,0,0,0,0
3267,wild 10,An. crucians,8/31/2018,8/21/2018,male,An. crucians,wild,10,0,10,wild,0,0,0,0,0
3471,wild 10,An. perplexans,8/29/2018,8/21/2018,male,An. perplexans,wild,10,0,8,wild,0,0,0,0,0
3486,wild 10,Ae. aegypti - Male,8/22/2018,8/21/2018,male,Ae. Aegypti,wild,10,0,1,wild,0,0,0,0,0
3487,wild 10,Or. signifera,8/22/2018,8/21/2018,male,Or. signifera,wild,10,0,1,wild,0,0,0,0,0
3488,wild 10,Ps. ciliata,8/22/2018,8/21/2018,male,Ps. ciliata,wild,10,0,1,wild,0,0,0,0,0
3490,wild 10,Cs inornata,8/31/2018,8/21/2018,male,Cs inornata,wild,10,0,10,wild,0,0,0,0,0
3491,wild 10,Cs inornata,8/22/2018,8/21/2018,male,Cs inornata,wild,10,0,1,wild,0,0,0,0,0
3492,wild 10,Cs. melanura,8/22/2018,8/21/2018,male,Cs. melanura,wild,10,0,1,wild,0,0,0,0,0
3493,wild 10,Cx corronator,8/22/2018,8/21/2018,male,Cx corronator,wild,10,0,1,wild,0,0,0,0,0
3494,wild 10,Cx. erraticus,8/22/2018,8/21/2018,male,Cx. erraticus,wild,10,0,1,wild,0,0,0,0,0
3495,wild 10,Cx. nigripalpus,8/22/2018,8/21/2018,male,Cx. nigripalpus,wild,10,0,1,wild,0,0,0,0,0
3496,wild 10,Ae. albopictus-Female,8/22/2018,8/21/2018,female,Ae. Albopictus,wild,10,0,1,wild,0,0,0,0,0
3497,wild 10,Ae. albopictus-Male,8/22/2018,8/21/2018,male,Ae. Albopictus,wild,10,0,1,wild,0,0,0,0,0
3498,wild 10,Ae. aegypti - Female,8/22/2018,8/21/2018,female,Ae. Aegypti,wild,10,0,1,wild,0,0,0,0,0
3499,wild 10,An. perplexans,8/22/2018,8/21/2018,male,An. perplexans,wild,10,0,1,wild,0,0,0,0,0
3500,wild 10,Ae. aegypti - Male,8/24/2018,8/21/2018,male,Ae. Aegypti,wild,10,0,3,wild,0,0,0,0,0
3501,wild 10,Or. signifera,8/24/2018,8/21/2018,male,Or. signifera,wild,10,0,3,wild,0,0,0,0,0
3502,wild 10,Ps. columbiae,8/22/2018,8/21/2018,male,Ps. columbiae,wild,10,0,1,wild,0,0,0,0,0
3503,wild 10,Ps. cyanescens,8/22/2018,8/21/2018,male,Ps. cyanescens,wild,10,0,1,wild,0,0,0,0,0
3504,wild 10,Ps. ferox,8/22/2018,8/21/2018,male,Ps. ferox,wild,10,0,1,wild,0,0,0,0,0
3505,wild 10,Ps. howardii,8/22/2018,8/21/2018,male,Ps. howardii,wild,10,0,1,wild,0,0,0,0,0
3506,wild 10,Ur. lowwi,8/22/2018,8/21/2018,male,Ur. lowwi,wild,10,0,1,wild,0,0,0,0,0
3507,wild 10,Ur. sappharina,8/22/2018,8/21/2018,male,Ur. sapphirina,wild,10,0,1,wild,0,0,0,0,0
3508,wild 10,Tx. rutilus,8/22/2018,8/21/2018,male,Tx.rutilis,wild,10,0,1,wild,0,0,0,0,0
3509,wild 10,Cx. quinque.,8/22/2018,8/21/2018,male,Cx. quinque.,wild,10,6,1,wild,0,0,0,0,0
3511,wild 10,An. perplexans,8/31/2018,8/21/2018,male,An. perplexans,wild,10,0,10,wild,0,0,0,0,0
3512,wild 10,Ms. titillans,8/22/2018,8/21/2018,male,Ms. titillans,wild,10,0,1,wild,0,0,0,0,0
3513,wild 10,An. perplexans,8/24/2018,8/21/2018,male,An. perplexans,wild,10,0,3,wild,0,0,0,0,0
3514,wild 10,Ae. aegypti - Male,8/29/2018,8/21/2018,male,Ae. Aegypti,wild,10,0,8,wild,0,0,0,0,0
3515,wild 10,Ps. ciliata,8/24/2018,8/21/2018,male,Ps. ciliata,wild,10,0,3,wild,0,0,0,0,0
3518,wild 10,Cs inornata,8/24/2018,8/21/2018,male,Cs inornata,wild,10,0,3,wild,0,0,0,0,0
3519,wild 10,Cs. melanura,8/24/2018,8/21/2018,male,Cs. melanura,wild,10,0,3,wild,0,0,0,0,0
3520,wild 10,Cx corronator,8/24/2018,8/21/2018,male,Cx corronator,wild,10,0,3,wild,0,0,0,0,0
3521,wild 10,Cx. erraticus,8/24/2018,8/21/2018,male,Cx. erraticus,wild,10,0,3,wild,0,0,0,0,0
3522,wild 10,Wy. mitchelli,8/22/2018,8/21/2018,male,Wy. Mitchelli,wild,10,0,1,wild,0,0,0,0,0
3523,wild 10,Cx. restuans,8/22/2018,8/21/2018,male,Cx. restuans,wild,10,0,1,wild,0,0,0,0,0
3524,wild 10,Cx. salinarius,8/22/2018,8/21/2018,male,Cx. salinarius,wild,10,0,1,wild,0,0,0,0,0
3525,wild 10,Ae. aegypti - Female,8/24/2018,8/21/2018,female,Ae. Aegypti,wild,10,0,3,wild,0,0,0,0,0
3526,wild 10,Ms. titillans,8/24/2018,8/21/2018,male,Ms. titillans,wild,10,0,3,wild,0,0,0,0,0
3527,wild 10,Ms. titillans,8/29/2018,8/21/2018,male,Ms. titillans,wild,10,0,8,wild,0,0,0,0,0
3528,wild 10,Or. signifera,8/29/2018,8/21/2018,male,Or. signifera,wild,10,0,8,wild,0,0,0,0,0
3529,wild 10,Ps. columbiae,8/24/2018,8/21/2018,male,Ps. columbiae,wild,10,0,3,wild,0,0,0,0,0
3530,wild 10,Ps. cyanescens,8/24/2018,8/21/2018,male,Ps. cyanescens,wild,10,0,3,wild,0,0,0,0,0
3531,wild 10,Ps. ferox,8/24/2018,8/21/2018,male,Ps. ferox,wild,10,0,3,wild,0,0,0,0,0
3532,wild 10,Ps. howardii,8/24/2018,8/21/2018,male,Ps. howardii,wild,10,0,3,wild,0,0,0,0,0
3533,wild 10,Ur. lowwi,8/24/2018,8/21/2018,male,Ur. lowwi,wild,10,0,3,wild,0,0,0,0,0
3534,wild 10,Ur. sappharina,8/24/2018,8/21/2018,male,Ur. sapphirina,wild,10,0,3,wild,0,0,0,0,0
3535,wild 10,Cx. nigripalpus,8/24/2018,8/21/2018,male,Cx. nigripalpus,wild,10,0,3,wild,0,0,0,0,0
3536,wild 10,Ae. albopictus-Female,8/24/2018,8/21/2018,female,Ae. Albopictus,wild,10,0,3,wild,0,0,0,0,0
3537,wild 10,Ae. albopictus-Male,8/24/2018,8/21/2018,male,Ae. Albopictus,wild,10,0,3,wild,0,0,0,0,0
3539,wild 10,Ae. aegypti - Female,8/29/2018,8/21/2018,female,Ae. Aegypti,wild,10,1,8,wild,0,0,0,0,0
3540,wild 10,Ae. aegypti - Female,8/31/2018,8/21/2018,female,Ae. Aegypti,wild,10,0,10,wild,0,0,0,0,0
3541,wild 10,Ae. aegypti - Male,8/31/2018,8/21/2018,male,Ae. Aegypti,wild,10,0,10,wild,0,0,0,0,0
3542,wild 10,Ps. ciliata,8/29/2018,8/21/2018,male,Ps. ciliata,wild,10,0,8,wild,0,0,0,0,0
3543,wild 10,Ps. columbiae,8/29/2018,8/21/2018,male,Ps. columbiae,wild,10,0,8,wild,0,0,0,0,0
3545,wild 10,Cs inornata,8/29/2018,8/21/2018,male,Cs inornata,wild,10,0,8,wild,0,0,0,0,0
3546,wild 10,Cs. melanura,8/29/2018,8/21/2018,male,Cs. melanura,wild,10,0,8,wild,0,0,0,0,0
3547,wild 10,Cx corronator,8/29/2018,8/21/2018,male,Cx corronator,wild,10,0,8,wild,0,0,0,0,0
3548,wild 10,Tx. rutilus,8/24/2018,8/21/2018,male,Tx.rutilis,wild,10,0,3,wild,0,0,0,0,0
3549,wild 10,Cx. quinque.,8/24/2018,8/21/2018,male,Cx. quinque.,wild,10,29,3,wild,0,0,0,0,0
3551,wild 10,Cx. salinarius,8/24/2018,8/21/2018,male,Cx. salinarius,wild,10,0,3,wild,0,0,0,0,0
3552,wild 10,Cx. salinarius,8/29/2018,8/21/2018,male,Cx. salinarius,wild,10,0,8,wild,0,0,0,0,0
3553,wild 10,Cx. salinarius,8/31/2018,8/21/2018,male,Cx. salinarius,wild,10,0,10,wild,0,0,0,0,0
3554,wild 10,Ms. titillans,8/31/2018,8/21/2018,male,Ms. titillans,wild,10,0,10,wild,0,0,0,0,0
3555,wild 10,Or. signifera,8/31/2018,8/21/2018,male,Or. signifera,wild,10,0,10,wild,0,0,0,0,0
3556,wild 10,Ps. ciliata,8/31/2018,8/21/2018,male,Ps. ciliata,wild,10,0,10,wild,0,0,0,0,0
3557,wild 10,Ps. cyanescens,8/29/2018,8/21/2018,male,Ps. cyanescens,wild,10,0,8,wild,0,0,0,0,0
3558,wild 10,Ps. ferox,8/29/2018,8/21/2018,male,Ps. ferox,wild,10,0,8,wild,0,0,0,0,0
3559,wild 10,Ps. howardii,8/29/2018,8/21/2018,male,Ps. howardii,wild,10,0,8,wild,0,0,0,0,0
3560,wild 10,Ur. lowwi,8/29/2018,8/21/2018,male,Ur. lowwi,wild,10,0,8,wild,0,0,0,0,0
3561,wild 10,Cx. erraticus,8/29/2018,8/21/2018,male,Cx. erraticus,wild,10,0,8,wild,0,0,0,0,0
3562,wild 10,Wy. mitchelli,8/24/2018,8/21/2018,male,Wy. Mitchelli,wild,10,0,3,wild,0,0,0,0,0
3563,wild 10,Cx. restuans,8/24/2018,8/21/2018,male,Cx. restuans,wild,10,0,3,wild,0,0,0,0,0
3564,wild 10,Ae. albopictus-Male,8/29/2018,8/21/2018,male,Ae. Albopictus,wild,10,0,8,wild,0,0,0,0,0
3565,wild 10,Ae. albopictus-Male,8/31/2018,8/21/2018,male,Ae. Albopictus,wild,10,0,10,wild,0,0,0,0,0
3570,wild 10,Ps. columbiae,8/31/2018,8/21/2018,male,Ps. columbiae,wild,10,0,10,wild,0,0,0,0,0
3571,wild 10,Ps. cyanescens,8/31/2018,8/21/2018,male,Ps. cyanescens,wild,10,0,10,wild,0,0,0,0,0
3573,wild 10,Cs. melanura,8/31/2018,8/21/2018,male,Cs. melanura,wild,10,0,10,wild,0,0,0,0,0
3574,wild 10,Ur. sappharina,8/29/2018,8/21/2018,male,Ur. sapphirina,wild,10,0,8,wild,0,0,0,0,0
3575,wild 10,Cx. nigripalpus,8/29/2018,8/21/2018,male,Cx. nigripalpus,wild,10,0,8,wild,0,0,0,0,0
3576,wild 10,Ae. albopictus-Female,8/29/2018,8/21/2018,female,Ae. Albopictus,wild,10,0,8,wild,0,0,0,0,0
3577,wild 10,Cx. restuans,8/29/2018,8/21/2018,male,Cx. restuans,wild,10,0,8,wild,0,0,0,0,0
3578,wild 10,Cx. restuans,8/31/2018,8/21/2018,male,Cx. restuans,wild,10,0,10,wild,0,0,0,0,0
3585,wild 10,Ps. ferox,8/31/2018,8/21/2018,male,Ps. ferox,wild,10,0,10,wild,0,0,0,0,0
3586,wild 10,Ps. howardii,8/31/2018,8/21/2018,male,Ps. howardii,wild,10,0,10,wild,0,0,0,0,0
3587,wild 10,Cx corronator,8/31/2018,8/21/2018,male,Cx corronator,wild,10,0,10,wild,0,0,0,0,0
3588,wild 10,Tx. rutilus,8/29/2018,8/21/2018,male,Tx.rutilis,wild,10,0,8,wild,0,0,0,0,0
3589,wild 10,Cx. quinque.,8/29/2018,8/21/2018,male,Cx. quinque.,wild,10,0,8,wild,0,0,0,0,0
3590,wild 10,Ae. albopictus-Female,8/31/2018,8/21/2018,female,Ae. Albopictus,wild,10,0,10,wild,0,0,0,0,0
3600,wild 10,Ur. lowwi,8/31/2018,8/21/2018,male,Ur. lowwi,wild,10,0,10,wild,0,0,0,0,0
3601,wild 10,Cx. erraticus,8/31/2018,8/21/2018,male,Cx. erraticus,wild,10,0,10,wild,0,0,0,0,0
3602,wild 10,Wy. mitchelli,8/29/2018,8/21/2018,male,Wy. Mitchelli,wild,10,0,8,wild,0,0,0,0,0
3603,wild 10,Cx. quinque.,8/31/2018,8/21/2018,male,Cx. quinque.,wild,10,1,10,wild,0,0,0,0,0
3614,wild 10,Ur. sappharina,8/31/2018,8/21/2018,male,Ur. sapphirina,wild,10,0,10,wild,0,0,0,0,0
3615,wild 10,Cx. nigripalpus,8/31/2018,8/21/2018,male,Cx. nigripalpus,wild,10,0,10,wild,0,0,0,0,0
3616,wild 10,Wy. mitchelli,8/31/2018,8/21/2018,male,Wy. Mitchelli,wild,10,0,10,wild,0,0,0,0,0
3628,wild 10,Tx. rutilus,8/31/2018,8/21/2018,male,Tx.rutilis,wild,10,0,10,wild,0,0,0,0,0
3680,wild 11,An. punctipennis,8/22/2018,8/21/2018,male,An. punctipennis,wild,11,0,1,wild,0,0,0,0,0
3681,wild 11,An. quad.,8/22/2018,8/21/2018,male,An. quad.,wild,11,0,1,wild,0,0,0,0,0
3682,wild 11,An. walkeri,8/22/2018,8/21/2018,male,An. walkeri,wild,11,0,1,wild,0,0,0,0,0
3683,wild 11,Cq. perturbans,8/22/2018,8/21/2018,male,Cq. perturbans,wild,11,0,1,wild,0,0,0,0,0
3720,wild 11,An. punctipennis,8/24/2018,8/21/2018,male,An. punctipennis,wild,11,0,3,wild,0,0,0,0,0
3721,wild 11,An. quad.,8/24/2018,8/21/2018,male,An. quad.,wild,11,0,3,wild,0,0,0,0,0
3722,wild 11,An. walkeri,8/24/2018,8/21/2018,male,An. walkeri,wild,11,0,3,wild,0,0,0,0,0
3723,wild 11,Cq. perturbans,8/24/2018,8/21/2018,male,Cq. perturbans,wild,11,0,3,wild,0,0,0,0,0
3760,wild 11,An. punctipennis,8/29/2018,8/21/2018,male,An. punctipennis,wild,11,0,8,wild,0,0,0,0,0
3761,wild 11,An. quad.,8/29/2018,8/21/2018,male,An. quad.,wild,11,0,8,wild,0,0,0,0,0
3762,wild 11,An. walkeri,8/29/2018,8/21/2018,male,An. walkeri,wild,11,0,8,wild,0,0,0,0,0
3763,wild 11,Cq. perturbans,8/29/2018,8/21/2018,male,Cq. perturbans,wild,11,0,8,wild,0,0,0,0,0
3800,wild 11,An. punctipennis,8/31/2018,8/21/2018,male,An. punctipennis,wild,11,0,10,wild,0,0,0,0,0
3801,wild 11,An. quad.,8/31/2018,8/21/2018,male,An. quad.,wild,11,0,10,wild,0,0,0,0,0
3802,wild 11,An. walkeri,8/31/2018,8/21/2018,male,An. walkeri,wild,11,0,10,wild,0,0,0,0,0
3803,wild 11,Cq. perturbans,8/31/2018,8/21/2018,male,Cq. perturbans,wild,11,0,10,wild,0,0,0,0,0
4400,wild 11,Ae. atlanticus,8/22/2018,8/21/2018,male,Ae. Atlanticus,wild,11,0,1,wild,0,0,0,0,0
4401,wild 11,Ae. infirmatus,8/22/2018,8/21/2018,male,Ae. infirmatus,wild,11,0,1,wild,0,0,0,0,0
